"STATISTIC","Statistic Label","TLIST(A1)","Year","C02276V02746","Domestic","C02599V03153","Reason for Journey","UNIT","VALUE"
"HTA01C3","Average Length of Stay by Irish Residents","2002","2002","02","Outbound","04","Education and training","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2002","2002","02","Outbound","06","Work/looking for work","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2002","2002","02","Outbound","07","Sporting events","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2002","2002","02","Outbound","08","Other reasons","Nights per Trip","9.1"
"HTA01C3","Average Length of Stay by Irish Residents","2003","2003","01","Domestic","-","All reasons for journey","Nights per Trip","3.5"
"HTA01C3","Average Length of Stay by Irish Residents","2003","2003","01","Domestic","01","Holiday","Nights per Trip","4.4"
"HTA01C3","Average Length of Stay by Irish Residents","2003","2003","01","Domestic","02","Business","Nights per Trip","2.9"
"HTA01C3","Average Length of Stay by Irish Residents","2003","2003","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.8"
"HTA01C3","Average Length of Stay by Irish Residents","2003","2003","01","Domestic","04","Education and training","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2003","2003","01","Domestic","06","Work/looking for work","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2003","2003","01","Domestic","07","Sporting events","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2003","2003","01","Domestic","08","Other reasons","Nights per Trip","2.8"
"HTA01C3","Average Length of Stay by Irish Residents","2003","2003","02","Outbound","-","All reasons for journey","Nights per Trip","8.8"
"HTA01C3","Average Length of Stay by Irish Residents","2003","2003","02","Outbound","01","Holiday","Nights per Trip","9.8"
"HTA01C3","Average Length of Stay by Irish Residents","2003","2003","02","Outbound","02","Business","Nights per Trip","5.5"
"HTA01C3","Average Length of Stay by Irish Residents","2003","2003","02","Outbound","03","Visiting friends/relatives","Nights per Trip","7"
"HTA01C3","Average Length of Stay by Irish Residents","2003","2003","02","Outbound","04","Education and training","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2003","2003","02","Outbound","06","Work/looking for work","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2003","2003","02","Outbound","07","Sporting events","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2003","2003","02","Outbound","08","Other reasons","Nights per Trip","9.6"
"HTA01C3","Average Length of Stay by Irish Residents","2004","2004","01","Domestic","-","All reasons for journey","Nights per Trip","3.5"
"HTA01C3","Average Length of Stay by Irish Residents","2004","2004","01","Domestic","01","Holiday","Nights per Trip","4.3"
"HTA01C3","Average Length of Stay by Irish Residents","2004","2004","01","Domestic","02","Business","Nights per Trip","2.7"
"HTA01C3","Average Length of Stay by Irish Residents","2004","2004","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.7"
"HTA01C3","Average Length of Stay by Irish Residents","2004","2004","01","Domestic","04","Education and training","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2004","2004","01","Domestic","06","Work/looking for work","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2004","2004","01","Domestic","07","Sporting events","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2004","2004","01","Domestic","08","Other reasons","Nights per Trip","3.1"
"HTA01C3","Average Length of Stay by Irish Residents","2004","2004","02","Outbound","-","All reasons for journey","Nights per Trip","8.5"
"HTA01C3","Average Length of Stay by Irish Residents","2004","2004","02","Outbound","01","Holiday","Nights per Trip","9.7"
"HTA01C3","Average Length of Stay by Irish Residents","2004","2004","02","Outbound","02","Business","Nights per Trip","5"
"HTA01C3","Average Length of Stay by Irish Residents","2004","2004","02","Outbound","03","Visiting friends/relatives","Nights per Trip","7"
"HTA01C3","Average Length of Stay by Irish Residents","2004","2004","02","Outbound","04","Education and training","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2004","2004","02","Outbound","06","Work/looking for work","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2004","2004","02","Outbound","07","Sporting events","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2004","2004","02","Outbound","08","Other reasons","Nights per Trip","7"
"HTA01C3","Average Length of Stay by Irish Residents","2005","2005","01","Domestic","-","All reasons for journey","Nights per Trip","3.4"
"HTA01C3","Average Length of Stay by Irish Residents","2005","2005","01","Domestic","01","Holiday","Nights per Trip","4.1"
"HTA01C3","Average Length of Stay by Irish Residents","2005","2005","01","Domestic","02","Business","Nights per Trip","2.6"
"HTA01C3","Average Length of Stay by Irish Residents","2005","2005","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.8"
"HTA01C3","Average Length of Stay by Irish Residents","2005","2005","01","Domestic","04","Education and training","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2005","2005","01","Domestic","06","Work/looking for work","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2005","2005","01","Domestic","07","Sporting events","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2005","2005","01","Domestic","08","Other reasons","Nights per Trip","3.2"
"HTA01C3","Average Length of Stay by Irish Residents","2005","2005","02","Outbound","-","All reasons for journey","Nights per Trip","8.3"
"HTA01C3","Average Length of Stay by Irish Residents","2005","2005","02","Outbound","01","Holiday","Nights per Trip","9.3"
"HTA01C3","Average Length of Stay by Irish Residents","2005","2005","02","Outbound","02","Business","Nights per Trip","4.9"
"HTA01C3","Average Length of Stay by Irish Residents","2005","2005","02","Outbound","03","Visiting friends/relatives","Nights per Trip","6.9"
"HTA01C3","Average Length of Stay by Irish Residents","2005","2005","02","Outbound","04","Education and training","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2005","2005","02","Outbound","06","Work/looking for work","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2005","2005","02","Outbound","07","Sporting events","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2005","2005","02","Outbound","08","Other reasons","Nights per Trip","9.1"
"HTA01C3","Average Length of Stay by Irish Residents","2006","2006","01","Domestic","-","All reasons for journey","Nights per Trip","3.3"
"HTA01C3","Average Length of Stay by Irish Residents","2006","2006","01","Domestic","01","Holiday","Nights per Trip","3.8"
"HTA01C3","Average Length of Stay by Irish Residents","2006","2006","01","Domestic","02","Business","Nights per Trip","2.7"
"HTA01C3","Average Length of Stay by Irish Residents","2006","2006","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.7"
"HTA01C3","Average Length of Stay by Irish Residents","2006","2006","01","Domestic","04","Education and training","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2006","2006","01","Domestic","06","Work/looking for work","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2006","2006","01","Domestic","07","Sporting events","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2006","2006","01","Domestic","08","Other reasons","Nights per Trip","3.4"
"HTA01C3","Average Length of Stay by Irish Residents","2006","2006","02","Outbound","-","All reasons for journey","Nights per Trip","7.8"
"HTA01C3","Average Length of Stay by Irish Residents","2006","2006","02","Outbound","01","Holiday","Nights per Trip","8.4"
"HTA01C3","Average Length of Stay by Irish Residents","2006","2006","02","Outbound","02","Business","Nights per Trip","5.5"
"HTA01C3","Average Length of Stay by Irish Residents","2006","2006","02","Outbound","03","Visiting friends/relatives","Nights per Trip","6.9"
"HTA01C3","Average Length of Stay by Irish Residents","2006","2006","02","Outbound","04","Education and training","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2006","2006","02","Outbound","06","Work/looking for work","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2006","2006","02","Outbound","07","Sporting events","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2006","2006","02","Outbound","08","Other reasons","Nights per Trip","7.6"
"HTA01C3","Average Length of Stay by Irish Residents","2007","2007","01","Domestic","-","All reasons for journey","Nights per Trip","3.3"
"HTA01C3","Average Length of Stay by Irish Residents","2007","2007","01","Domestic","01","Holiday","Nights per Trip","3.8"
"HTA01C3","Average Length of Stay by Irish Residents","2007","2007","01","Domestic","02","Business","Nights per Trip","2.5"
"HTA01C3","Average Length of Stay by Irish Residents","2007","2007","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.7"
"HTA01C3","Average Length of Stay by Irish Residents","2007","2007","01","Domestic","04","Education and training","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2007","2007","01","Domestic","06","Work/looking for work","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2007","2007","01","Domestic","07","Sporting events","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2007","2007","01","Domestic","08","Other reasons","Nights per Trip","3"
"HTA01C3","Average Length of Stay by Irish Residents","2007","2007","02","Outbound","-","All reasons for journey","Nights per Trip","7.9"
"HTA01C3","Average Length of Stay by Irish Residents","2007","2007","02","Outbound","01","Holiday","Nights per Trip","8.6"
"HTA01C3","Average Length of Stay by Irish Residents","2007","2007","02","Outbound","02","Business","Nights per Trip","5.1"
"HTA01C3","Average Length of Stay by Irish Residents","2007","2007","02","Outbound","03","Visiting friends/relatives","Nights per Trip","6.9"
"HTA01C3","Average Length of Stay by Irish Residents","2007","2007","02","Outbound","04","Education and training","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2007","2007","02","Outbound","06","Work/looking for work","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2007","2007","02","Outbound","07","Sporting events","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2007","2007","02","Outbound","08","Other reasons","Nights per Trip","7.4"
"HTA01C3","Average Length of Stay by Irish Residents","2008","2008","01","Domestic","-","All reasons for journey","Nights per Trip","3.1"
"HTA01C3","Average Length of Stay by Irish Residents","2008","2008","01","Domestic","01","Holiday","Nights per Trip","3.6"
"HTA01C3","Average Length of Stay by Irish Residents","2008","2008","01","Domestic","02","Business","Nights per Trip","2.4"
"HTA01C3","Average Length of Stay by Irish Residents","2008","2008","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.6"
"HTA01C3","Average Length of Stay by Irish Residents","2008","2008","01","Domestic","04","Education and training","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2008","2008","01","Domestic","06","Work/looking for work","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2008","2008","01","Domestic","07","Sporting events","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2008","2008","01","Domestic","08","Other reasons","Nights per Trip","3.2"
"HTA01C3","Average Length of Stay by Irish Residents","2008","2008","02","Outbound","-","All reasons for journey","Nights per Trip","7.9"
"HTA01C3","Average Length of Stay by Irish Residents","2008","2008","02","Outbound","01","Holiday","Nights per Trip","8.3"
"HTA01C3","Average Length of Stay by Irish Residents","2008","2008","02","Outbound","02","Business","Nights per Trip","6.2"
"HTA01C3","Average Length of Stay by Irish Residents","2008","2008","02","Outbound","03","Visiting friends/relatives","Nights per Trip","7.1"
"HTA01C3","Average Length of Stay by Irish Residents","2008","2008","02","Outbound","04","Education and training","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2008","2008","02","Outbound","06","Work/looking for work","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2008","2008","02","Outbound","07","Sporting events","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2008","2008","02","Outbound","08","Other reasons","Nights per Trip","7.6"
"HTA01C3","Average Length of Stay by Irish Residents","2009","2009","01","Domestic","-","All reasons for journey","Nights per Trip","3.1"
"HTA01C3","Average Length of Stay by Irish Residents","2009","2009","01","Domestic","01","Holiday","Nights per Trip","3.5"
"HTA01C3","Average Length of Stay by Irish Residents","2009","2009","01","Domestic","02","Business","Nights per Trip","2.4"
"HTA01C3","Average Length of Stay by Irish Residents","2009","2009","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.5"
"HTA01C3","Average Length of Stay by Irish Residents","2009","2009","01","Domestic","04","Education and training","Nights per Trip","6.8"
"HTA01C3","Average Length of Stay by Irish Residents","2009","2009","01","Domestic","06","Work/looking for work","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2009","2009","01","Domestic","07","Sporting events","Nights per Trip","2"
"HTA01C3","Average Length of Stay by Irish Residents","2009","2009","01","Domestic","08","Other reasons","Nights per Trip","3.1"
"HTA01C3","Average Length of Stay by Irish Residents","2009","2009","02","Outbound","-","All reasons for journey","Nights per Trip","7.6"
"HTA01C3","Average Length of Stay by Irish Residents","2009","2009","02","Outbound","01","Holiday","Nights per Trip","8.4"
"HTA01C3","Average Length of Stay by Irish Residents","2009","2009","02","Outbound","02","Business","Nights per Trip","4.6"
"HTA01C3","Average Length of Stay by Irish Residents","2009","2009","02","Outbound","03","Visiting friends/relatives","Nights per Trip","6.8"
"HTA01C3","Average Length of Stay by Irish Residents","2009","2009","02","Outbound","04","Education and training","Nights per Trip","9.9"
"HTA01C3","Average Length of Stay by Irish Residents","2009","2009","02","Outbound","06","Work/looking for work","Nights per Trip",""
"HTA01C3","Average Length of Stay by Irish Residents","2009","2009","02","Outbound","07","Sporting events","Nights per Trip","3.2"
"HTA01C3","Average Length of Stay by Irish Residents","2009","2009","02","Outbound","08","Other reasons","Nights per Trip","10.2"
"HTA01C3","Average Length of Stay by Irish Residents","2010","2010","01","Domestic","-","All reasons for journey","Nights per Trip","3.1"
"HTA01C3","Average Length of Stay by Irish Residents","2010","2010","01","Domestic","01","Holiday","Nights per Trip","3.5"
"HTA01C3","Average Length of Stay by Irish Residents","2010","2010","01","Domestic","02","Business","Nights per Trip","1.8"
"HTA01C3","Average Length of Stay by Irish Residents","2010","2010","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.7"
"HTA01C3","Average Length of Stay by Irish Residents","2010","2010","01","Domestic","04","Education and training","Nights per Trip","5.2"
"HTA01C3","Average Length of Stay by Irish Residents","2010","2010","01","Domestic","06","Work/looking for work","Nights per Trip","2.4"
"HTA01C3","Average Length of Stay by Irish Residents","2010","2010","01","Domestic","07","Sporting events","Nights per Trip","2"
"HTA01C3","Average Length of Stay by Irish Residents","2010","2010","01","Domestic","08","Other reasons","Nights per Trip","2.3"
"HTA01C3","Average Length of Stay by Irish Residents","2010","2010","02","Outbound","-","All reasons for journey","Nights per Trip","8.3"
"HTA01C3","Average Length of Stay by Irish Residents","2010","2010","02","Outbound","01","Holiday","Nights per Trip","9.5"
"HTA01C3","Average Length of Stay by Irish Residents","2010","2010","02","Outbound","02","Business","Nights per Trip","4"
"HTA01C3","Average Length of Stay by Irish Residents","2010","2010","02","Outbound","03","Visiting friends/relatives","Nights per Trip","7.8"
"HTA01C3","Average Length of Stay by Irish Residents","2010","2010","02","Outbound","04","Education and training","Nights per Trip","9.6"
"HTA01C3","Average Length of Stay by Irish Residents","2010","2010","02","Outbound","06","Work/looking for work","Nights per Trip","10.8"
"HTA01C3","Average Length of Stay by Irish Residents","2010","2010","02","Outbound","07","Sporting events","Nights per Trip","4.3"
"HTA01C3","Average Length of Stay by Irish Residents","2010","2010","02","Outbound","08","Other reasons","Nights per Trip","5.8"
"HTA01C3","Average Length of Stay by Irish Residents","2011","2011","01","Domestic","-","All reasons for journey","Nights per Trip","3"
"HTA01C3","Average Length of Stay by Irish Residents","2011","2011","01","Domestic","01","Holiday","Nights per Trip","3.5"
"HTA01C3","Average Length of Stay by Irish Residents","2011","2011","01","Domestic","02","Business","Nights per Trip","1.7"
"HTA01C3","Average Length of Stay by Irish Residents","2011","2011","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.6"
"HTA01C3","Average Length of Stay by Irish Residents","2011","2011","01","Domestic","04","Education and training","Nights per Trip","4.7"
"HTA01C3","Average Length of Stay by Irish Residents","2011","2011","01","Domestic","06","Work/looking for work","Nights per Trip","2.5"
"HTA01C3","Average Length of Stay by Irish Residents","2011","2011","01","Domestic","07","Sporting events","Nights per Trip","2.2"
"HTA01C3","Average Length of Stay by Irish Residents","2011","2011","01","Domestic","08","Other reasons","Nights per Trip","2.3"
"HTA01C3","Average Length of Stay by Irish Residents","2011","2011","02","Outbound","-","All reasons for journey","Nights per Trip","8.3"
"HTA01C3","Average Length of Stay by Irish Residents","2011","2011","02","Outbound","01","Holiday","Nights per Trip","9.4"
"HTA01C3","Average Length of Stay by Irish Residents","2011","2011","02","Outbound","02","Business","Nights per Trip","4.2"
"HTA01C3","Average Length of Stay by Irish Residents","2011","2011","02","Outbound","03","Visiting friends/relatives","Nights per Trip","8.1"
"HTA01C3","Average Length of Stay by Irish Residents","2011","2011","02","Outbound","04","Education and training","Nights per Trip","12.6"
"HTA01C3","Average Length of Stay by Irish Residents","2011","2011","02","Outbound","06","Work/looking for work","Nights per Trip","9.4"
"HTA01C3","Average Length of Stay by Irish Residents","2011","2011","02","Outbound","07","Sporting events","Nights per Trip","3.8"
"HTA01C3","Average Length of Stay by Irish Residents","2011","2011","02","Outbound","08","Other reasons","Nights per Trip","7.9"
"HTA01C3","Average Length of Stay by Irish Residents","2012","2012","01","Domestic","-","All reasons for journey","Nights per Trip","2.9"
"HTA01C3","Average Length of Stay by Irish Residents","2012","2012","01","Domestic","01","Holiday","Nights per Trip","3.2"
"HTA01C3","Average Length of Stay by Irish Residents","2012","2012","01","Domestic","02","Business","Nights per Trip","2"
"HTA01C3","Average Length of Stay by Irish Residents","2012","2012","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.5"
"HTA01C3","Average Length of Stay by Irish Residents","2012","2012","01","Domestic","04","Education and training","Nights per Trip","6.8"
"HTA01C3","Average Length of Stay by Irish Residents","2012","2012","01","Domestic","06","Work/looking for work","Nights per Trip","3.4"
"HTA01C3","Average Length of Stay by Irish Residents","2012","2012","01","Domestic","07","Sporting events","Nights per Trip","1.9"
"HTA01C3","Average Length of Stay by Irish Residents","2012","2012","01","Domestic","08","Other reasons","Nights per Trip","2.1"
"HTA01C3","Average Length of Stay by Irish Residents","2012","2012","02","Outbound","-","All reasons for journey","Nights per Trip","8"
"HTA01C3","Average Length of Stay by Irish Residents","2012","2012","02","Outbound","01","Holiday","Nights per Trip","9"
"HTA01C3","Average Length of Stay by Irish Residents","2012","2012","02","Outbound","02","Business","Nights per Trip","3.8"
"HTA01C3","Average Length of Stay by Irish Residents","2012","2012","02","Outbound","03","Visiting friends/relatives","Nights per Trip","7.1"
"HTA01C3","Average Length of Stay by Irish Residents","2012","2012","02","Outbound","04","Education and training","Nights per Trip","11.2"
"HTA01C3","Average Length of Stay by Irish Residents","2012","2012","02","Outbound","06","Work/looking for work","Nights per Trip","17.2"
"HTA01C3","Average Length of Stay by Irish Residents","2012","2012","02","Outbound","07","Sporting events","Nights per Trip","3.6"
"HTA01C3","Average Length of Stay by Irish Residents","2012","2012","02","Outbound","08","Other reasons","Nights per Trip","7.3"
"HTA01C3","Average Length of Stay by Irish Residents","2013","2013","01","Domestic","-","All reasons for journey","Nights per Trip","2.9"
"HTA01C3","Average Length of Stay by Irish Residents","2013","2013","01","Domestic","01","Holiday","Nights per Trip","3.4"
"HTA01C3","Average Length of Stay by Irish Residents","2013","2013","01","Domestic","02","Business","Nights per Trip","1.7"
"HTA01C3","Average Length of Stay by Irish Residents","2013","2013","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.4"
"HTA01C3","Average Length of Stay by Irish Residents","2013","2013","01","Domestic","04","Education and training","Nights per Trip","5.1"
"HTA01C3","Average Length of Stay by Irish Residents","2013","2013","01","Domestic","06","Work/looking for work","Nights per Trip","3.2"
"HTA01C3","Average Length of Stay by Irish Residents","2013","2013","01","Domestic","07","Sporting events","Nights per Trip","1.8"
"HTA01C3","Average Length of Stay by Irish Residents","2013","2013","01","Domestic","08","Other reasons","Nights per Trip","2.1"
"HTA01C3","Average Length of Stay by Irish Residents","2013","2013","02","Outbound","-","All reasons for journey","Nights per Trip","7.9"
"HTA01C3","Average Length of Stay by Irish Residents","2013","2013","02","Outbound","01","Holiday","Nights per Trip","8.7"
"HTA01C3","Average Length of Stay by Irish Residents","2013","2013","02","Outbound","02","Business","Nights per Trip","3.7"
"HTA01C3","Average Length of Stay by Irish Residents","2013","2013","02","Outbound","03","Visiting friends/relatives","Nights per Trip","7.5"
"HTA01C3","Average Length of Stay by Irish Residents","2013","2013","02","Outbound","04","Education and training","Nights per Trip","11.8"
"HTA01C3","Average Length of Stay by Irish Residents","2013","2013","02","Outbound","06","Work/looking for work","Nights per Trip","18"
"HTA01C3","Average Length of Stay by Irish Residents","2013","2013","02","Outbound","07","Sporting events","Nights per Trip","4.2"
"HTA01C3","Average Length of Stay by Irish Residents","2013","2013","02","Outbound","08","Other reasons","Nights per Trip","6.9"
"HTA01C3","Average Length of Stay by Irish Residents","2014","2014","01","Domestic","-","All reasons for journey","Nights per Trip","2.9"
"HTA01C3","Average Length of Stay by Irish Residents","2014","2014","01","Domestic","01","Holiday","Nights per Trip","3.3"
"HTA01C3","Average Length of Stay by Irish Residents","2014","2014","01","Domestic","02","Business","Nights per Trip","2"
"HTA01C3","Average Length of Stay by Irish Residents","2014","2014","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.5"
"HTA01C3","Average Length of Stay by Irish Residents","2014","2014","01","Domestic","04","Education and training","Nights per Trip","5.8"
"HTA01C3","Average Length of Stay by Irish Residents","2014","2014","01","Domestic","06","Work/looking for work","Nights per Trip","3.6"
"HTA01C3","Average Length of Stay by Irish Residents","2014","2014","01","Domestic","07","Sporting events","Nights per Trip","1.9"
"HTA01C3","Average Length of Stay by Irish Residents","2014","2014","01","Domestic","08","Other reasons","Nights per Trip","2.8"
"HTA01C3","Average Length of Stay by Irish Residents","2014","2014","02","Outbound","-","All reasons for journey","Nights per Trip","8"
"HTA01C3","Average Length of Stay by Irish Residents","2014","2014","02","Outbound","01","Holiday","Nights per Trip","9"
"HTA01C3","Average Length of Stay by Irish Residents","2014","2014","02","Outbound","02","Business","Nights per Trip","4.1"
"HTA01C3","Average Length of Stay by Irish Residents","2014","2014","02","Outbound","03","Visiting friends/relatives","Nights per Trip","7.9"
"HTA01C3","Average Length of Stay by Irish Residents","2014","2014","02","Outbound","04","Education and training","Nights per Trip","12"
"HTA01C3","Average Length of Stay by Irish Residents","2014","2014","02","Outbound","06","Work/looking for work","Nights per Trip","15"
"HTA01C3","Average Length of Stay by Irish Residents","2014","2014","02","Outbound","07","Sporting events","Nights per Trip","3"
"HTA01C3","Average Length of Stay by Irish Residents","2014","2014","02","Outbound","08","Other reasons","Nights per Trip","6.5"
"HTA01C3","Average Length of Stay by Irish Residents","2015","2015","01","Domestic","-","All reasons for journey","Nights per Trip","2.8"
"HTA01C3","Average Length of Stay by Irish Residents","2015","2015","01","Domestic","01","Holiday","Nights per Trip","3.2"
"HTA01C3","Average Length of Stay by Irish Residents","2015","2015","01","Domestic","02","Business","Nights per Trip","1.6"
"HTA01C3","Average Length of Stay by Irish Residents","2015","2015","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.4"
"HTA01C3","Average Length of Stay by Irish Residents","2015","2015","01","Domestic","04","Education and training","Nights per Trip","5.7"
"HTA01C3","Average Length of Stay by Irish Residents","2015","2015","01","Domestic","06","Work/looking for work","Nights per Trip","3.2"
"HTA01C3","Average Length of Stay by Irish Residents","2015","2015","01","Domestic","07","Sporting events","Nights per Trip","1.9"
"HTA01C3","Average Length of Stay by Irish Residents","2015","2015","01","Domestic","08","Other reasons","Nights per Trip","2"
"HTA01C3","Average Length of Stay by Irish Residents","2015","2015","02","Outbound","-","All reasons for journey","Nights per Trip","7.5"
"HTA01C3","Average Length of Stay by Irish Residents","2015","2015","02","Outbound","01","Holiday","Nights per Trip","8.4"
"HTA01C3","Average Length of Stay by Irish Residents","2015","2015","02","Outbound","02","Business","Nights per Trip","3.8"
"HTA01C3","Average Length of Stay by Irish Residents","2015","2015","02","Outbound","03","Visiting friends/relatives","Nights per Trip","7.2"
"HTA01C3","Average Length of Stay by Irish Residents","2015","2015","02","Outbound","04","Education and training","Nights per Trip","10.5"
"HTA01C3","Average Length of Stay by Irish Residents","2015","2015","02","Outbound","06","Work/looking for work","Nights per Trip","15.8"
"HTA01C3","Average Length of Stay by Irish Residents","2015","2015","02","Outbound","07","Sporting events","Nights per Trip","3.2"
"HTA01C3","Average Length of Stay by Irish Residents","2015","2015","02","Outbound","08","Other reasons","Nights per Trip","7.9"
"HTA01C3","Average Length of Stay by Irish Residents","2016","2016","01","Domestic","-","All reasons for journey","Nights per Trip","2.7"
"HTA01C3","Average Length of Stay by Irish Residents","2016","2016","01","Domestic","01","Holiday","Nights per Trip","3.1"
"HTA01C3","Average Length of Stay by Irish Residents","2016","2016","01","Domestic","02","Business","Nights per Trip","1.8"
"HTA01C3","Average Length of Stay by Irish Residents","2016","2016","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.4"
"HTA01C3","Average Length of Stay by Irish Residents","2016","2016","01","Domestic","04","Education and training","Nights per Trip","4.9"
"HTA01C3","Average Length of Stay by Irish Residents","2016","2016","01","Domestic","06","Work/looking for work","Nights per Trip","2.6"
"HTA01C3","Average Length of Stay by Irish Residents","2016","2016","01","Domestic","07","Sporting events","Nights per Trip","1.9"
"HTA01C3","Average Length of Stay by Irish Residents","2016","2016","01","Domestic","08","Other reasons","Nights per Trip","2"
"HTA01C3","Average Length of Stay by Irish Residents","2016","2016","02","Outbound","-","All reasons for journey","Nights per Trip","7.4"
"HTA01C3","Average Length of Stay by Irish Residents","2016","2016","02","Outbound","01","Holiday","Nights per Trip","8.2"
"HTA01C3","Average Length of Stay by Irish Residents","2016","2016","02","Outbound","02","Business","Nights per Trip","4.5"
"HTA01C3","Average Length of Stay by Irish Residents","2016","2016","02","Outbound","03","Visiting friends/relatives","Nights per Trip","6.8"
"HTA01C3","Average Length of Stay by Irish Residents","2016","2016","02","Outbound","04","Education and training","Nights per Trip","11.7"
"HTA01C3","Average Length of Stay by Irish Residents","2016","2016","02","Outbound","06","Work/looking for work","Nights per Trip","15.9"
"HTA01C3","Average Length of Stay by Irish Residents","2016","2016","02","Outbound","07","Sporting events","Nights per Trip","4.4"
"HTA01C3","Average Length of Stay by Irish Residents","2016","2016","02","Outbound","08","Other reasons","Nights per Trip","6.5"
"HTA01C3","Average Length of Stay by Irish Residents","2017","2017","01","Domestic","-","All reasons for journey","Nights per Trip","2.7"
"HTA01C3","Average Length of Stay by Irish Residents","2017","2017","01","Domestic","01","Holiday","Nights per Trip","2.8"
"HTA01C3","Average Length of Stay by Irish Residents","2017","2017","01","Domestic","02","Business","Nights per Trip","1.7"
"HTA01C3","Average Length of Stay by Irish Residents","2017","2017","01","Domestic","03","Visiting friends/relatives","Nights per Trip","2.5"
"HTA01C3","Average Length of Stay by Irish Residents","2017","2017","01","Domestic","04","Education and training","Nights per Trip","5.6"
"HTA01C3","Average Length of Stay by Irish Residents","2017","2017","01","Domestic","06","Work/looking for work","Nights per Trip","4.2"
"HTA01C3","Average Length of Stay by Irish Residents","2017","2017","01","Domestic","07","Sporting events","Nights per Trip","2"
"HTA01C3","Average Length of Stay by Irish Residents","2017","2017","01","Domestic","08","Other reasons","Nights per Trip","1.8"
"HTA01C3","Average Length of Stay by Irish Residents","2017","2017","02","Outbound","-","All reasons for journey","Nights per Trip","7.1"
"HTA01C3","Average Length of Stay by Irish Residents","2017","2017","02","Outbound","01","Holiday","Nights per Trip","7.5"
"HTA01C3","Average Length of Stay by Irish Residents","2017","2017","02","Outbound","02","Business","Nights per Trip","3.6"
"HTA01C3","Average Length of Stay by Irish Residents","2017","2017","02","Outbound","03","Visiting friends/relatives","Nights per Trip","6.8"
"HTA01C3","Average Length of Stay by Irish Residents","2017","2017","02","Outbound","04","Education and training","Nights per Trip","16"
